epoch,timestamp,train_loss,train_acc1,train_acc5,val_loss,val_acc1,val_acc5
-1,,,,,0.017995241982272914,0.08821202531645572,0.4961431962025317
0,3.553269147872925,0.0179889065100313,0.1020455756929637,0.5029484275053302,0.017984448472344424,0.11224287974683542,0.4961431962025317
1,7.1014721393585205,0.017982281601505258,0.1123067697228145,0.5140924840085286,0.017980183109263834,0.11224287974683542,0.5078124999999999
2,10.759459257125854,0.017979700519427322,0.1123067697228145,0.5148420842217483,0.01797847277661667,0.11224287974683542,0.5104825949367089
3,14.324479818344116,0.017978739152267265,0.11230676972281448,0.5153251599147121,0.017977672570113894,0.11224287974683542,0.515625
4,18.261439561843872,0.017978325089030665,0.1123067697228145,0.5159248400852872,0.017977296598727193,0.11224287974683542,0.515625
5,21.831455945968628,0.01797818004100054,0.11230676972281443,0.5154584221748402,0.017977194389021848,0.11224287974683542,0.515625
6,25.33963942527771,0.01797810982841293,0.11230676972281452,0.5171408582089552,0.01797710627883295,0.11224287974683542,0.515625
7,28.83390235900879,0.017978130770263393,0.11230676972281453,0.516324626865672,0.017976988248432735,0.11224287974683542,0.515625
8,32.34425330162048,0.017978058540141152,0.1123067697228145,0.5171408582089554,0.01797702465253541,0.11224287974683542,0.515625
9,35.89744687080383,0.017978091007356686,0.11230676972281443,0.5171408582089555,0.017977050187278396,0.11224287974683542,0.515625
